440000 0.100087
880000 0.222556
1320000 0.325559
1760000 0.438595
2200000 0.542711
2640000 0.663883
3080000 0.774757
3520000 0.889136
3960000 1.02144
4400000 1.14228
4840000 1.23944
5280000 1.38117
5720000 1.47298
6160000 1.61684
6600000 1.72783
7040000 1.85522
7480000 1.97081
7920000 2.13753
8360000 2.25298
8800000 2.37853
9240000 2.51218
9680000 2.61901
10120000 2.78223
10560000 2.83881
11000000 3.03367
11440000 3.14846
11880000 3.23939
12320000 3.34986
12760000 3.54386
