600 0.000416
1200 0.00169
1800 0.003565
2400 0.006699
3000 0.010766
3600 0.014334
4200 0.01973
4800 0.026242
5400 0.032685
6000 0.041682
6600 0.049489
7200 0.058318
7800 0.068429
8400 0.078779
9000 0.090226
9600 0.109177
10200 0.13709
10800 0.130436
11400 0.147608
12000 0.164273
12600 0.182951
13200 0.205797
13800 0.232556
14400 0.250361
15000 0.260046
15600 0.300169
16200 0.303023
16800 0.333422
17400 0.355779
18000 0.382355
