600 	  0.0006
1200 	  0.0021
1800 	  0.0047
2400  0
3000  0.01
3600  0.01
4200  0.02
4800  0.04
5400  0.04
6000  0.05
6600  0.06
7200  0.07
7800  0.08
8400  0.11
9000  0.12
9600  0.14
10200  0.15
10800  0.16
11400  0.18
12000  0.2
12600  0.23
13200  0.24
13800  0.27
14400  0.29
15000  0.32
15600  0.35
16200  0.38
16800  0.41
17400  0.44
18000  0.47
